1.448067093146664819e+00,1.064755868971250852e+00,1.000000000000000000e+00
2.490764651011296404e+00,1.071967040860113407e-01,1.000000000000000000e+00
1.033285498138942993e+00,1.051978183864909155e+00,1.000000000000000000e+00
1.927722196419086931e+00,-2.289477102263139940e-01,1.000000000000000000e+00
2.860186791808760010e+00,-1.746828578899595641e+00,1.000000000000000000e+00
2.928608735640345628e+00,-1.246529443166774609e+00,1.000000000000000000e+00
2.137162472812045966e+00,-4.802951335481080442e-01,1.000000000000000000e+00
2.428404458101472763e+00,-9.321235513281118656e-01,1.000000000000000000e+00
1.503924847998534320e+00,5.839323419942332727e-01,1.000000000000000000e+00
2.236846810618152936e+00,-1.274624380078356989e+00,1.000000000000000000e+00
4.768867180944408091e+00,-5.407407838330832384e+00,1.000000000000000000e+00
1.847985154900144034e+00,-4.303326195163499346e-01,1.000000000000000000e+00
6.130738905689216978e-01,1.599417982992763498e+00,1.000000000000000000e+00
2.601627709311223668e+00,-1.595620930901080259e+00,1.000000000000000000e+00
1.883965234761363350e+00,8.473138543495339903e-01,1.000000000000000000e+00
2.657374533887614465e+00,-1.361898622817946380e+00,1.000000000000000000e+00
2.867981151059434630e+00,-3.221584476048920287e+00,1.000000000000000000e+00
2.982762195023754614e+00,-2.146574094370657715e+00,1.000000000000000000e+00
2.047058091360512311e+00,3.589464035722533808e-01,1.000000000000000000e+00
2.900420438930529254e+00,-2.262121028970086822e+00,1.000000000000000000e+00
3.126396380295095145e+00,-3.395084366005050924e+00,1.000000000000000000e+00
4.446721500464421162e+00,-3.973039748521827619e+00,1.000000000000000000e+00
2.959578786615364443e+00,-2.463020723361984743e+00,1.000000000000000000e+00
3.817649331449924688e+00,-3.433619832109690240e+00,1.000000000000000000e+00
3.848224987963391630e+00,-4.098862496345232032e+00,1.000000000000000000e+00
3.452448316914725535e+00,-2.943175155220361106e+00,1.000000000000000000e+00
2.778966906782012636e+00,-2.555700996515366530e+00,1.000000000000000000e+00
2.807877120140685800e+00,-1.631621309658393804e+00,1.000000000000000000e+00
2.705629929703023961e+00,-1.504380234621781831e+00,1.000000000000000000e+00
3.072101280958418723e+00,-2.641597580347435859e+00,1.000000000000000000e+00
3.101670358516990245e+00,-2.698658872169509948e+00,1.000000000000000000e+00
2.873840783652419351e+00,-3.077976216112080721e+00,1.000000000000000000e+00
2.449786461621410005e+00,-1.423558801751033220e+00,1.000000000000000000e+00
4.025628616104182989e+00,-4.040684198188928988e+00,1.000000000000000000e+00
3.379515920129805728e+00,-3.002021896631837272e+00,1.000000000000000000e+00
2.163064843938829362e+00,-5.275254193319345308e-01,1.000000000000000000e+00
1.520012632713178657e+00,-7.646300613871104268e-02,1.000000000000000000e+00
2.210829254586160975e+00,-1.119408876861203161e+00,1.000000000000000000e+00
3.197794612260188352e+00,-3.024291854723419881e+00,1.000000000000000000e+00
2.930829981492389713e+00,-2.104071663885052068e+00,1.000000000000000000e+00
3.781630910460890505e+00,-3.286484971767977825e+00,1.000000000000000000e+00
1.954937970564003979e+00,-1.128300042323822083e+00,1.000000000000000000e+00
2.021822493750267125e+00,8.324767634090939339e-01,1.000000000000000000e+00
1.748105585460260070e+00,1.120545961149115310e-01,1.000000000000000000e+00
3.747918460573042676e+00,-3.125469724451250375e+00,1.000000000000000000e+00
3.285035983883108024e+00,-2.099256934829475174e+00,1.000000000000000000e+00
2.763387099283608705e+00,-1.208268481873952638e+00,1.000000000000000000e+00
2.585591188091607595e+00,-1.018258937879414239e+00,1.000000000000000000e+00
3.110461029715077430e+00,-1.407088117498178192e+00,1.000000000000000000e+00
2.684361193555928615e+00,-1.401212986587665466e+00,1.000000000000000000e+00
9.309687190748945351e-01,1.030093062571642903e+00,1.000000000000000000e+00
3.877905097173138138e+00,-3.436764169875255348e+00,1.000000000000000000e+00
4.042510542055419265e+00,-3.170781946940982809e+00,1.000000000000000000e+00
2.811472087571585732e+00,-2.356246834300750770e+00,1.000000000000000000e+00
1.592165229852008590e+00,1.436422660070425295e+00,1.000000000000000000e+00
1.493571528015991579e+00,1.282636226017970671e+00,1.000000000000000000e+00
3.798863640133961272e+00,-2.705047976812663624e+00,1.000000000000000000e+00
